id,date,store,item,day,year,month,datetime,weekday,weekday_name
11390,2018-02-20,7,13,20,2018,2,2018-02-20,1,Tuesday
11391,2018-02-21,7,13,21,2018,2,2018-02-21,2,Wednesday
11392,2018-02-22,7,13,22,2018,2,2018-02-22,3,Thursday
11393,2018-02-23,7,13,23,2018,2,2018-02-23,4,Friday
11394,2018-02-24,7,13,24,2018,2,2018-02-24,5,Saturday
11395,2018-02-25,7,13,25,2018,2,2018-02-25,6,Sunday
11396,2018-02-26,7,13,26,2018,2,2018-02-26,0,Monday
11397,2018-02-27,7,13,27,2018,2,2018-02-27,1,Tuesday
11398,2018-02-28,7,13,28,2018,2,2018-02-28,2,Wednesday
11399,2018-03-01,7,13,1,2018,3,2018-03-01,3,Thursday
11400,2018-03-02,7,13,2,2018,3,2018-03-02,4,Friday
11401,2018-03-03,7,13,3,2018,3,2018-03-03,5,Saturday
11402,2018-03-04,7,13,4,2018,3,2018-03-04,6,Sunday
11403,2018-03-05,7,13,5,2018,3,2018-03-05,0,Monday
11404,2018-03-06,7,13,6,2018,3,2018-03-06,1,Tuesday
11405,2018-03-07,7,13,7,2018,3,2018-03-07,2,Wednesday
11406,2018-03-08,7,13,8,2018,3,2018-03-08,3,Thursday
11407,2018-03-09,7,13,9,2018,3,2018-03-09,4,Friday
11408,2018-03-10,7,13,10,2018,3,2018-03-10,5,Saturday
11409,2018-03-11,7,13,11,2018,3,2018-03-11,6,Sunday
11410,2018-03-12,7,13,12,2018,3,2018-03-12,0,Monday
11411,2018-03-13,7,13,13,2018,3,2018-03-13,1,Tuesday
11412,2018-03-14,7,13,14,2018,3,2018-03-14,2,Wednesday
11413,2018-03-15,7,13,15,2018,3,2018-03-15,3,Thursday
11414,2018-03-16,7,13,16,2018,3,2018-03-16,4,Friday
11415,2018-03-17,7,13,17,2018,3,2018-03-17,5,Saturday
11416,2018-03-18,7,13,18,2018,3,2018-03-18,6,Sunday
11417,2018-03-19,7,13,19,2018,3,2018-03-19,0,Monday
11418,2018-03-20,7,13,20,2018,3,2018-03-20,1,Tuesday
11419,2018-03-21,7,13,21,2018,3,2018-03-21,2,Wednesday
11420,2018-03-22,7,13,22,2018,3,2018-03-22,3,Thursday
11421,2018-03-23,7,13,23,2018,3,2018-03-23,4,Friday
11422,2018-03-24,7,13,24,2018,3,2018-03-24,5,Saturday
11423,2018-03-25,7,13,25,2018,3,2018-03-25,6,Sunday
11424,2018-03-26,7,13,26,2018,3,2018-03-26,0,Monday
11425,2018-03-27,7,13,27,2018,3,2018-03-27,1,Tuesday
11426,2018-03-28,7,13,28,2018,3,2018-03-28,2,Wednesday
11427,2018-03-29,7,13,29,2018,3,2018-03-29,3,Thursday
11428,2018-03-30,7,13,30,2018,3,2018-03-30,4,Friday
11429,2018-03-31,7,13,31,2018,3,2018-03-31,5,Saturday
11430,2018-01-01,8,13,1,2018,1,2018-01-01,0,Monday
11431,2018-01-02,8,13,2,2018,1,2018-01-02,1,Tuesday
11432,2018-01-03,8,13,3,2018,1,2018-01-03,2,Wednesday
11433,2018-01-04,8,13,4,2018,1,2018-01-04,3,Thursday
11434,2018-01-05,8,13,5,2018,1,2018-01-05,4,Friday
11435,2018-01-06,8,13,6,2018,1,2018-01-06,5,Saturday
11436,2018-01-07,8,13,7,2018,1,2018-01-07,6,Sunday
11437,2018-01-08,8,13,8,2018,1,2018-01-08,0,Monday
11438,2018-01-09,8,13,9,2018,1,2018-01-09,1,Tuesday
11439,2018-01-10,8,13,10,2018,1,2018-01-10,2,Wednesday
11440,2018-01-11,8,13,11,2018,1,2018-01-11,3,Thursday
11441,2018-01-12,8,13,12,2018,1,2018-01-12,4,Friday
11442,2018-01-13,8,13,13,2018,1,2018-01-13,5,Saturday
11443,2018-01-14,8,13,14,2018,1,2018-01-14,6,Sunday
11444,2018-01-15,8,13,15,2018,1,2018-01-15,0,Monday
11445,2018-01-16,8,13,16,2018,1,2018-01-16,1,Tuesday
11446,2018-01-17,8,13,17,2018,1,2018-01-17,2,Wednesday
11447,2018-01-18,8,13,18,2018,1,2018-01-18,3,Thursday
11448,2018-01-19,8,13,19,2018,1,2018-01-19,4,Friday
11449,2018-01-20,8,13,20,2018,1,2018-01-20,5,Saturday
11450,2018-01-21,8,13,21,2018,1,2018-01-21,6,Sunday
11451,2018-01-22,8,13,22,2018,1,2018-01-22,0,Monday
11452,2018-01-23,8,13,23,2018,1,2018-01-23,1,Tuesday
11453,2018-01-24,8,13,24,2018,1,2018-01-24,2,Wednesday
11454,2018-01-25,8,13,25,2018,1,2018-01-25,3,Thursday
11455,2018-01-26,8,13,26,2018,1,2018-01-26,4,Friday
11456,2018-01-27,8,13,27,2018,1,2018-01-27,5,Saturday
11457,2018-01-28,8,13,28,2018,1,2018-01-28,6,Sunday
11458,2018-01-29,8,13,29,2018,1,2018-01-29,0,Monday
11459,2018-01-30,8,13,30,2018,1,2018-01-30,1,Tuesday
11460,2018-01-31,8,13,31,2018,1,2018-01-31,2,Wednesday
11461,2018-02-01,8,13,1,2018,2,2018-02-01,3,Thursday
11462,2018-02-02,8,13,2,2018,2,2018-02-02,4,Friday
11463,2018-02-03,8,13,3,2018,2,2018-02-03,5,Saturday
11464,2018-02-04,8,13,4,2018,2,2018-02-04,6,Sunday
11465,2018-02-05,8,13,5,2018,2,2018-02-05,0,Monday
11466,2018-02-06,8,13,6,2018,2,2018-02-06,1,Tuesday
11467,2018-02-07,8,13,7,2018,2,2018-02-07,2,Wednesday
11468,2018-02-08,8,13,8,2018,2,2018-02-08,3,Thursday
11469,2018-02-09,8,13,9,2018,2,2018-02-09,4,Friday
11470,2018-02-10,8,13,10,2018,2,2018-02-10,5,Saturday
11471,2018-02-11,8,13,11,2018,2,2018-02-11,6,Sunday
11472,2018-02-12,8,13,12,2018,2,2018-02-12,0,Monday
11473,2018-02-13,8,13,13,2018,2,2018-02-13,1,Tuesday
11474,2018-02-14,8,13,14,2018,2,2018-02-14,2,Wednesday
11475,2018-02-15,8,13,15,2018,2,2018-02-15,3,Thursday
11476,2018-02-16,8,13,16,2018,2,2018-02-16,4,Friday
11477,2018-02-17,8,13,17,2018,2,2018-02-17,5,Saturday
11478,2018-02-18,8,13,18,2018,2,2018-02-18,6,Sunday
11479,2018-02-19,8,13,19,2018,2,2018-02-19,0,Monday
11480,2018-02-20,8,13,20,2018,2,2018-02-20,1,Tuesday
11481,2018-02-21,8,13,21,2018,2,2018-02-21,2,Wednesday
11482,2018-02-22,8,13,22,2018,2,2018-02-22,3,Thursday
11483,2018-02-23,8,13,23,2018,2,2018-02-23,4,Friday
11484,2018-02-24,8,13,24,2018,2,2018-02-24,5,Saturday
11485,2018-02-25,8,13,25,2018,2,2018-02-25,6,Sunday
11486,2018-02-26,8,13,26,2018,2,2018-02-26,0,Monday
11487,2018-02-27,8,13,27,2018,2,2018-02-27,1,Tuesday
11488,2018-02-28,8,13,28,2018,2,2018-02-28,2,Wednesday
11489,2018-03-01,8,13,1,2018,3,2018-03-01,3,Thursday
11490,2018-03-02,8,13,2,2018,3,2018-03-02,4,Friday
11491,2018-03-03,8,13,3,2018,3,2018-03-03,5,Saturday
11492,2018-03-04,8,13,4,2018,3,2018-03-04,6,Sunday
11493,2018-03-05,8,13,5,2018,3,2018-03-05,0,Monday
11494,2018-03-06,8,13,6,2018,3,2018-03-06,1,Tuesday
11495,2018-03-07,8,13,7,2018,3,2018-03-07,2,Wednesday
11496,2018-03-08,8,13,8,2018,3,2018-03-08,3,Thursday
11497,2018-03-09,8,13,9,2018,3,2018-03-09,4,Friday
11498,2018-03-10,8,13,10,2018,3,2018-03-10,5,Saturday
11499,2018-03-11,8,13,11,2018,3,2018-03-11,6,Sunday
11500,2018-03-12,8,13,12,2018,3,2018-03-12,0,Monday
11501,2018-03-13,8,13,13,2018,3,2018-03-13,1,Tuesday
11502,2018-03-14,8,13,14,2018,3,2018-03-14,2,Wednesday
11503,2018-03-15,8,13,15,2018,3,2018-03-15,3,Thursday
11504,2018-03-16,8,13,16,2018,3,2018-03-16,4,Friday
11505,2018-03-17,8,13,17,2018,3,2018-03-17,5,Saturday
11506,2018-03-18,8,13,18,2018,3,2018-03-18,6,Sunday
11507,2018-03-19,8,13,19,2018,3,2018-03-19,0,Monday
11508,2018-03-20,8,13,20,2018,3,2018-03-20,1,Tuesday
11509,2018-03-21,8,13,21,2018,3,2018-03-21,2,Wednesday
11510,2018-03-22,8,13,22,2018,3,2018-03-22,3,Thursday
11511,2018-03-23,8,13,23,2018,3,2018-03-23,4,Friday
11512,2018-03-24,8,13,24,2018,3,2018-03-24,5,Saturday
11513,2018-03-25,8,13,25,2018,3,2018-03-25,6,Sunday
11514,2018-03-26,8,13,26,2018,3,2018-03-26,0,Monday
11515,2018-03-27,8,13,27,2018,3,2018-03-27,1,Tuesday
11516,2018-03-28,8,13,28,2018,3,2018-03-28,2,Wednesday
11517,2018-03-29,8,13,29,2018,3,2018-03-29,3,Thursday
11518,2018-03-30,8,13,30,2018,3,2018-03-30,4,Friday
11519,2018-03-31,8,13,31,2018,3,2018-03-31,5,Saturday
11520,2018-01-01,9,13,1,2018,1,2018-01-01,0,Monday
11521,2018-01-02,9,13,2,2018,1,2018-01-02,1,Tuesday
11522,2018-01-03,9,13,3,2018,1,2018-01-03,2,Wednesday
11523,2018-01-04,9,13,4,2018,1,2018-01-04,3,Thursday
11524,2018-01-05,9,13,5,2018,1,2018-01-05,4,Friday
11525,2018-01-06,9,13,6,2018,1,2018-01-06,5,Saturday
11526,2018-01-07,9,13,7,2018,1,2018-01-07,6,Sunday
11527,2018-01-08,9,13,8,2018,1,2018-01-08,0,Monday
11528,2018-01-09,9,13,9,2018,1,2018-01-09,1,Tuesday
11529,2018-01-10,9,13,10,2018,1,2018-01-10,2,Wednesday
11530,2018-01-11,9,13,11,2018,1,2018-01-11,3,Thursday
11531,2018-01-12,9,13,12,2018,1,2018-01-12,4,Friday
11532,2018-01-13,9,13,13,2018,1,2018-01-13,5,Saturday
11533,2018-01-14,9,13,14,2018,1,2018-01-14,6,Sunday
11534,2018-01-15,9,13,15,2018,1,2018-01-15,0,Monday
11535,2018-01-16,9,13,16,2018,1,2018-01-16,1,Tuesday
11536,2018-01-17,9,13,17,2018,1,2018-01-17,2,Wednesday
11537,2018-01-18,9,13,18,2018,1,2018-01-18,3,Thursday
11538,2018-01-19,9,13,19,2018,1,2018-01-19,4,Friday
11539,2018-01-20,9,13,20,2018,1,2018-01-20,5,Saturday
11540,2018-01-21,9,13,21,2018,1,2018-01-21,6,Sunday
11541,2018-01-22,9,13,22,2018,1,2018-01-22,0,Monday
11542,2018-01-23,9,13,23,2018,1,2018-01-23,1,Tuesday
11543,2018-01-24,9,13,24,2018,1,2018-01-24,2,Wednesday
11544,2018-01-25,9,13,25,2018,1,2018-01-25,3,Thursday
11545,2018-01-26,9,13,26,2018,1,2018-01-26,4,Friday
11546,2018-01-27,9,13,27,2018,1,2018-01-27,5,Saturday
11547,2018-01-28,9,13,28,2018,1,2018-01-28,6,Sunday
11548,2018-01-29,9,13,29,2018,1,2018-01-29,0,Monday
11549,2018-01-30,9,13,30,2018,1,2018-01-30,1,Tuesday
11550,2018-01-31,9,13,31,2018,1,2018-01-31,2,Wednesday
11551,2018-02-01,9,13,1,2018,2,2018-02-01,3,Thursday
11552,2018-02-02,9,13,2,2018,2,2018-02-02,4,Friday
11553,2018-02-03,9,13,3,2018,2,2018-02-03,5,Saturday
11554,2018-02-04,9,13,4,2018,2,2018-02-04,6,Sunday
11555,2018-02-05,9,13,5,2018,2,2018-02-05,0,Monday
11556,2018-02-06,9,13,6,2018,2,2018-02-06,1,Tuesday
11557,2018-02-07,9,13,7,2018,2,2018-02-07,2,Wednesday
11558,2018-02-08,9,13,8,2018,2,2018-02-08,3,Thursday
11559,2018-02-09,9,13,9,2018,2,2018-02-09,4,Friday
11560,2018-02-10,9,13,10,2018,2,2018-02-10,5,Saturday
11561,2018-02-11,9,13,11,2018,2,2018-02-11,6,Sunday
11562,2018-02-12,9,13,12,2018,2,2018-02-12,0,Monday
11563,2018-02-13,9,13,13,2018,2,2018-02-13,1,Tuesday
11564,2018-02-14,9,13,14,2018,2,2018-02-14,2,Wednesday
11565,2018-02-15,9,13,15,2018,2,2018-02-15,3,Thursday
11566,2018-02-16,9,13,16,2018,2,2018-02-16,4,Friday
11567,2018-02-17,9,13,17,2018,2,2018-02-17,5,Saturday
11568,2018-02-18,9,13,18,2018,2,2018-02-18,6,Sunday
11569,2018-02-19,9,13,19,2018,2,2018-02-19,0,Monday
11570,2018-02-20,9,13,20,2018,2,2018-02-20,1,Tuesday
11571,2018-02-21,9,13,21,2018,2,2018-02-21,2,Wednesday
11572,2018-02-22,9,13,22,2018,2,2018-02-22,3,Thursday
11573,2018-02-23,9,13,23,2018,2,2018-02-23,4,Friday
11574,2018-02-24,9,13,24,2018,2,2018-02-24,5,Saturday
11575,2018-02-25,9,13,25,2018,2,2018-02-25,6,Sunday
11576,2018-02-26,9,13,26,2018,2,2018-02-26,0,Monday
11577,2018-02-27,9,13,27,2018,2,2018-02-27,1,Tuesday
11578,2018-02-28,9,13,28,2018,2,2018-02-28,2,Wednesday
11579,2018-03-01,9,13,1,2018,3,2018-03-01,3,Thursday
11580,2018-03-02,9,13,2,2018,3,2018-03-02,4,Friday
11581,2018-03-03,9,13,3,2018,3,2018-03-03,5,Saturday
11582,2018-03-04,9,13,4,2018,3,2018-03-04,6,Sunday
11583,2018-03-05,9,13,5,2018,3,2018-03-05,0,Monday
11584,2018-03-06,9,13,6,2018,3,2018-03-06,1,Tuesday
11585,2018-03-07,9,13,7,2018,3,2018-03-07,2,Wednesday
11586,2018-03-08,9,13,8,2018,3,2018-03-08,3,Thursday
11587,2018-03-09,9,13,9,2018,3,2018-03-09,4,Friday
11588,2018-03-10,9,13,10,2018,3,2018-03-10,5,Saturday
11589,2018-03-11,9,13,11,2018,3,2018-03-11,6,Sunday
11590,2018-03-12,9,13,12,2018,3,2018-03-12,0,Monday
11591,2018-03-13,9,13,13,2018,3,2018-03-13,1,Tuesday
11592,2018-03-14,9,13,14,2018,3,2018-03-14,2,Wednesday
11593,2018-03-15,9,13,15,2018,3,2018-03-15,3,Thursday
11594,2018-03-16,9,13,16,2018,3,2018-03-16,4,Friday
11595,2018-03-17,9,13,17,2018,3,2018-03-17,5,Saturday
11596,2018-03-18,9,13,18,2018,3,2018-03-18,6,Sunday
11597,2018-03-19,9,13,19,2018,3,2018-03-19,0,Monday
11598,2018-03-20,9,13,20,2018,3,2018-03-20,1,Tuesday
11599,2018-03-21,9,13,21,2018,3,2018-03-21,2,Wednesday
11600,2018-03-22,9,13,22,2018,3,2018-03-22,3,Thursday
11601,2018-03-23,9,13,23,2018,3,2018-03-23,4,Friday
11602,2018-03-24,9,13,24,2018,3,2018-03-24,5,Saturday
11603,2018-03-25,9,13,25,2018,3,2018-03-25,6,Sunday
11604,2018-03-26,9,13,26,2018,3,2018-03-26,0,Monday
11605,2018-03-27,9,13,27,2018,3,2018-03-27,1,Tuesday
11606,2018-03-28,9,13,28,2018,3,2018-03-28,2,Wednesday
11607,2018-03-29,9,13,29,2018,3,2018-03-29,3,Thursday
11608,2018-03-30,9,13,30,2018,3,2018-03-30,4,Friday
11609,2018-03-31,9,13,31,2018,3,2018-03-31,5,Saturday
11610,2018-01-01,10,13,1,2018,1,2018-01-01,0,Monday
11611,2018-01-02,10,13,2,2018,1,2018-01-02,1,Tuesday
11612,2018-01-03,10,13,3,2018,1,2018-01-03,2,Wednesday
11613,2018-01-04,10,13,4,2018,1,2018-01-04,3,Thursday
11614,2018-01-05,10,13,5,2018,1,2018-01-05,4,Friday
11615,2018-01-06,10,13,6,2018,1,2018-01-06,5,Saturday
11616,2018-01-07,10,13,7,2018,1,2018-01-07,6,Sunday
11617,2018-01-08,10,13,8,2018,1,2018-01-08,0,Monday
11618,2018-01-09,10,13,9,2018,1,2018-01-09,1,Tuesday
11619,2018-01-10,10,13,10,2018,1,2018-01-10,2,Wednesday
11620,2018-01-11,10,13,11,2018,1,2018-01-11,3,Thursday
11621,2018-01-12,10,13,12,2018,1,2018-01-12,4,Friday
11622,2018-01-13,10,13,13,2018,1,2018-01-13,5,Saturday
11623,2018-01-14,10,13,14,2018,1,2018-01-14,6,Sunday
11624,2018-01-15,10,13,15,2018,1,2018-01-15,0,Monday
11625,2018-01-16,10,13,16,2018,1,2018-01-16,1,Tuesday
11626,2018-01-17,10,13,17,2018,1,2018-01-17,2,Wednesday
11627,2018-01-18,10,13,18,2018,1,2018-01-18,3,Thursday
11628,2018-01-19,10,13,19,2018,1,2018-01-19,4,Friday
11629,2018-01-20,10,13,20,2018,1,2018-01-20,5,Saturday
11630,2018-01-21,10,13,21,2018,1,2018-01-21,6,Sunday
11631,2018-01-22,10,13,22,2018,1,2018-01-22,0,Monday
11632,2018-01-23,10,13,23,2018,1,2018-01-23,1,Tuesday
11633,2018-01-24,10,13,24,2018,1,2018-01-24,2,Wednesday
11634,2018-01-25,10,13,25,2018,1,2018-01-25,3,Thursday
11635,2018-01-26,10,13,26,2018,1,2018-01-26,4,Friday
11636,2018-01-27,10,13,27,2018,1,2018-01-27,5,Saturday
11637,2018-01-28,10,13,28,2018,1,2018-01-28,6,Sunday
11638,2018-01-29,10,13,29,2018,1,2018-01-29,0,Monday
11639,2018-01-30,10,13,30,2018,1,2018-01-30,1,Tuesday
11640,2018-01-31,10,13,31,2018,1,2018-01-31,2,Wednesday
11641,2018-02-01,10,13,1,2018,2,2018-02-01,3,Thursday
11642,2018-02-02,10,13,2,2018,2,2018-02-02,4,Friday
11643,2018-02-03,10,13,3,2018,2,2018-02-03,5,Saturday
11644,2018-02-04,10,13,4,2018,2,2018-02-04,6,Sunday
11645,2018-02-05,10,13,5,2018,2,2018-02-05,0,Monday
11646,2018-02-06,10,13,6,2018,2,2018-02-06,1,Tuesday
11647,2018-02-07,10,13,7,2018,2,2018-02-07,2,Wednesday
11648,2018-02-08,10,13,8,2018,2,2018-02-08,3,Thursday
11649,2018-02-09,10,13,9,2018,2,2018-02-09,4,Friday
11650,2018-02-10,10,13,10,2018,2,2018-02-10,5,Saturday
11651,2018-02-11,10,13,11,2018,2,2018-02-11,6,Sunday
11652,2018-02-12,10,13,12,2018,2,2018-02-12,0,Monday
11653,2018-02-13,10,13,13,2018,2,2018-02-13,1,Tuesday
11654,2018-02-14,10,13,14,2018,2,2018-02-14,2,Wednesday
11655,2018-02-15,10,13,15,2018,2,2018-02-15,3,Thursday
11656,2018-02-16,10,13,16,2018,2,2018-02-16,4,Friday
11657,2018-02-17,10,13,17,2018,2,2018-02-17,5,Saturday
11658,2018-02-18,10,13,18,2018,2,2018-02-18,6,Sunday
11659,2018-02-19,10,13,19,2018,2,2018-02-19,0,Monday
11660,2018-02-20,10,13,20,2018,2,2018-02-20,1,Tuesday
11661,2018-02-21,10,13,21,2018,2,2018-02-21,2,Wednesday
11662,2018-02-22,10,13,22,2018,2,2018-02-22,3,Thursday
11663,2018-02-23,10,13,23,2018,2,2018-02-23,4,Friday
11664,2018-02-24,10,13,24,2018,2,2018-02-24,5,Saturday
11665,2018-02-25,10,13,25,2018,2,2018-02-25,6,Sunday
11666,2018-02-26,10,13,26,2018,2,2018-02-26,0,Monday
11667,2018-02-27,10,13,27,2018,2,2018-02-27,1,Tuesday
11668,2018-02-28,10,13,28,2018,2,2018-02-28,2,Wednesday
11669,2018-03-01,10,13,1,2018,3,2018-03-01,3,Thursday
11670,2018-03-02,10,13,2,2018,3,2018-03-02,4,Friday
11671,2018-03-03,10,13,3,2018,3,2018-03-03,5,Saturday
11672,2018-03-04,10,13,4,2018,3,2018-03-04,6,Sunday
11673,2018-03-05,10,13,5,2018,3,2018-03-05,0,Monday
11674,2018-03-06,10,13,6,2018,3,2018-03-06,1,Tuesday
11675,2018-03-07,10,13,7,2018,3,2018-03-07,2,Wednesday
11676,2018-03-08,10,13,8,2018,3,2018-03-08,3,Thursday
11677,2018-03-09,10,13,9,2018,3,2018-03-09,4,Friday
11678,2018-03-10,10,13,10,2018,3,2018-03-10,5,Saturday
11679,2018-03-11,10,13,11,2018,3,2018-03-11,6,Sunday
11680,2018-03-12,10,13,12,2018,3,2018-03-12,0,Monday
11681,2018-03-13,10,13,13,2018,3,2018-03-13,1,Tuesday
11682,2018-03-14,10,13,14,2018,3,2018-03-14,2,Wednesday
11683,2018-03-15,10,13,15,2018,3,2018-03-15,3,Thursday
11684,2018-03-16,10,13,16,2018,3,2018-03-16,4,Friday
11685,2018-03-17,10,13,17,2018,3,2018-03-17,5,Saturday
11686,2018-03-18,10,13,18,2018,3,2018-03-18,6,Sunday
11687,2018-03-19,10,13,19,2018,3,2018-03-19,0,Monday
11688,2018-03-20,10,13,20,2018,3,2018-03-20,1,Tuesday
11689,2018-03-21,10,13,21,2018,3,2018-03-21,2,Wednesday
11690,2018-03-22,10,13,22,2018,3,2018-03-22,3,Thursday
11691,2018-03-23,10,13,23,2018,3,2018-03-23,4,Friday
11692,2018-03-24,10,13,24,2018,3,2018-03-24,5,Saturday
11693,2018-03-25,10,13,25,2018,3,2018-03-25,6,Sunday
11694,2018-03-26,10,13,26,2018,3,2018-03-26,0,Monday
11695,2018-03-27,10,13,27,2018,3,2018-03-27,1,Tuesday
11696,2018-03-28,10,13,28,2018,3,2018-03-28,2,Wednesday
11697,2018-03-29,10,13,29,2018,3,2018-03-29,3,Thursday
11698,2018-03-30,10,13,30,2018,3,2018-03-30,4,Friday
11699,2018-03-31,10,13,31,2018,3,2018-03-31,5,Saturday
11700,2018-01-01,1,14,1,2018,1,2018-01-01,0,Monday
11701,2018-01-02,1,14,2,2018,1,2018-01-02,1,Tuesday
11702,2018-01-03,1,14,3,2018,1,2018-01-03,2,Wednesday
11703,2018-01-04,1,14,4,2018,1,2018-01-04,3,Thursday
11704,2018-01-05,1,14,5,2018,1,2018-01-05,4,Friday
11705,2018-01-06,1,14,6,2018,1,2018-01-06,5,Saturday
11706,2018-01-07,1,14,7,2018,1,2018-01-07,6,Sunday
11707,2018-01-08,1,14,8,2018,1,2018-01-08,0,Monday
11708,2018-01-09,1,14,9,2018,1,2018-01-09,1,Tuesday
11709,2018-01-10,1,14,10,2018,1,2018-01-10,2,Wednesday
11710,2018-01-11,1,14,11,2018,1,2018-01-11,3,Thursday
11711,2018-01-12,1,14,12,2018,1,2018-01-12,4,Friday
11712,2018-01-13,1,14,13,2018,1,2018-01-13,5,Saturday
11713,2018-01-14,1,14,14,2018,1,2018-01-14,6,Sunday
11714,2018-01-15,1,14,15,2018,1,2018-01-15,0,Monday
11715,2018-01-16,1,14,16,2018,1,2018-01-16,1,Tuesday
11716,2018-01-17,1,14,17,2018,1,2018-01-17,2,Wednesday
11717,2018-01-18,1,14,18,2018,1,2018-01-18,3,Thursday
11718,2018-01-19,1,14,19,2018,1,2018-01-19,4,Friday
11719,2018-01-20,1,14,20,2018,1,2018-01-20,5,Saturday
11720,2018-01-21,1,14,21,2018,1,2018-01-21,6,Sunday
11721,2018-01-22,1,14,22,2018,1,2018-01-22,0,Monday
11722,2018-01-23,1,14,23,2018,1,2018-01-23,1,Tuesday
11723,2018-01-24,1,14,24,2018,1,2018-01-24,2,Wednesday
11724,2018-01-25,1,14,25,2018,1,2018-01-25,3,Thursday
11725,2018-01-26,1,14,26,2018,1,2018-01-26,4,Friday
11726,2018-01-27,1,14,27,2018,1,2018-01-27,5,Saturday
11727,2018-01-28,1,14,28,2018,1,2018-01-28,6,Sunday
11728,2018-01-29,1,14,29,2018,1,2018-01-29,0,Monday
11729,2018-01-30,1,14,30,2018,1,2018-01-30,1,Tuesday
11730,2018-01-31,1,14,31,2018,1,2018-01-31,2,Wednesday
11731,2018-02-01,1,14,1,2018,2,2018-02-01,3,Thursday
11732,2018-02-02,1,14,2,2018,2,2018-02-02,4,Friday
11733,2018-02-03,1,14,3,2018,2,2018-02-03,5,Saturday
11734,2018-02-04,1,14,4,2018,2,2018-02-04,6,Sunday
11735,2018-02-05,1,14,5,2018,2,2018-02-05,0,Monday
11736,2018-02-06,1,14,6,2018,2,2018-02-06,1,Tuesday
11737,2018-02-07,1,14,7,2018,2,2018-02-07,2,Wednesday
11738,2018-02-08,1,14,8,2018,2,2018-02-08,3,Thursday
11739,2018-02-09,1,14,9,2018,2,2018-02-09,4,Friday
11740,2018-02-10,1,14,10,2018,2,2018-02-10,5,Saturday
11741,2018-02-11,1,14,11,2018,2,2018-02-11,6,Sunday
11742,2018-02-12,1,14,12,2018,2,2018-02-12,0,Monday
11743,2018-02-13,1,14,13,2018,2,2018-02-13,1,Tuesday
11744,2018-02-14,1,14,14,2018,2,2018-02-14,2,Wednesday
11745,2018-02-15,1,14,15,2018,2,2018-02-15,3,Thursday
11746,2018-02-16,1,14,16,2018,2,2018-02-16,4,Friday
11747,2018-02-17,1,14,17,2018,2,2018-02-17,5,Saturday
11748,2018-02-18,1,14,18,2018,2,2018-02-18,6,Sunday
11749,2018-02-19,1,14,19,2018,2,2018-02-19,0,Monday
11750,2018-02-20,1,14,20,2018,2,2018-02-20,1,Tuesday
11751,2018-02-21,1,14,21,2018,2,2018-02-21,2,Wednesday
11752,2018-02-22,1,14,22,2018,2,2018-02-22,3,Thursday
11753,2018-02-23,1,14,23,2018,2,2018-02-23,4,Friday
11754,2018-02-24,1,14,24,2018,2,2018-02-24,5,Saturday
11755,2018-02-25,1,14,25,2018,2,2018-02-25,6,Sunday
11756,2018-02-26,1,14,26,2018,2,2018-02-26,0,Monday
11757,2018-02-27,1,14,27,2018,2,2018-02-27,1,Tuesday
11758,2018-02-28,1,14,28,2018,2,2018-02-28,2,Wednesday
11759,2018-03-01,1,14,1,2018,3,2018-03-01,3,Thursday
11760,2018-03-02,1,14,2,2018,3,2018-03-02,4,Friday
11761,2018-03-03,1,14,3,2018,3,2018-03-03,5,Saturday
11762,2018-03-04,1,14,4,2018,3,2018-03-04,6,Sunday
11763,2018-03-05,1,14,5,2018,3,2018-03-05,0,Monday
11764,2018-03-06,1,14,6,2018,3,2018-03-06,1,Tuesday
11765,2018-03-07,1,14,7,2018,3,2018-03-07,2,Wednesday
11766,2018-03-08,1,14,8,2018,3,2018-03-08,3,Thursday
11767,2018-03-09,1,14,9,2018,3,2018-03-09,4,Friday
11768,2018-03-10,1,14,10,2018,3,2018-03-10,5,Saturday
11769,2018-03-11,1,14,11,2018,3,2018-03-11,6,Sunday
11770,2018-03-12,1,14,12,2018,3,2018-03-12,0,Monday
11771,2018-03-13,1,14,13,2018,3,2018-03-13,1,Tuesday
11772,2018-03-14,1,14,14,2018,3,2018-03-14,2,Wednesday
11773,2018-03-15,1,14,15,2018,3,2018-03-15,3,Thursday
11774,2018-03-16,1,14,16,2018,3,2018-03-16,4,Friday
11775,2018-03-17,1,14,17,2018,3,2018-03-17,5,Saturday
11776,2018-03-18,1,14,18,2018,3,2018-03-18,6,Sunday
11777,2018-03-19,1,14,19,2018,3,2018-03-19,0,Monday
11778,2018-03-20,1,14,20,2018,3,2018-03-20,1,Tuesday
11779,2018-03-21,1,14,21,2018,3,2018-03-21,2,Wednesday
11780,2018-03-22,1,14,22,2018,3,2018-03-22,3,Thursday
11781,2018-03-23,1,14,23,2018,3,2018-03-23,4,Friday
11782,2018-03-24,1,14,24,2018,3,2018-03-24,5,Saturday
11783,2018-03-25,1,14,25,2018,3,2018-03-25,6,Sunday
11784,2018-03-26,1,14,26,2018,3,2018-03-26,0,Monday
11785,2018-03-27,1,14,27,2018,3,2018-03-27,1,Tuesday
11786,2018-03-28,1,14,28,2018,3,2018-03-28,2,Wednesday
11787,2018-03-29,1,14,29,2018,3,2018-03-29,3,Thursday
11788,2018-03-30,1,14,30,2018,3,2018-03-30,4,Friday
